0,2.45247,15.56725
1,4.79948,29.64241
2,6.86829,42.48236
3,9.03810,55.29854
4,11.00660,68.04941
5,13.06556,80.48550
6,14.90161,93.90030
7,16.99564,105.55762
8,19.00096,118.21345
9,21.13925,130.66055
